ent,mun,est,pea,ocupados,informales
16,5,3,51.58,90.388,61.756
16,5,4,61.406,98.927,96.408
16,5,5,5.287,5.102,13.319
16,6,1,61.806,98.313,61.296
16,6,2,2.982,4.593,9.655
16,6,3,56.902,90.758,45.416
16,6,4,66.711,98.4,77.177
16,6,5,4.824,4.672,15.751
16,7,1,57.876,98.954,90.618
16,7,2,3.001,4.939,10.286
16,7,3,52.939,90.83,73.699
16,7,4,62.813,99.318,91.851
16,7,5,5.186,4.991,11.351
16,8,1,54.954,99.265,77.571
16,8,2,3.023,5.241,10.785
16,8,3,49.982,90.645,59.831
16,8,4,59.926,99.4,95.311
16,8,5,5.501,5.28,13.903
16,9,1,59.758,98.479,70.797
16,9,2,2.98,4.747,9.973
16,9,3,54.857,90.671,54.393
16,9,4,64.659,98.632,87.2
16,9,5,4.986,4.82,14.086
16,10,1,57.75,98.955,75.166
16,10,2,2.988,4.927,10.26
16,10,3,52.834,90.851,58.289
16,10,4,62.665,99.122,92.043
16,10,5,5.175,4.979,13.65
16,11,1,57.729,97.947,75.974
16,11,2,2.99,4.932,10.437
16,11,3,52.812,89.835,58.806
16,11,4,62.647,98.256,93.142
16,11,5,5.179,5.035,13.738
16,12,1,62.144,98.417,66.798
16,12,2,2.99,4.581,9.632
16,12,3,57.226,90.882,50.954
16,12,4,67.061,98.555,82.642
16,12,5,4.811,4.655,14.42
16,13,1,56.839,99.07,92.834
16,13,2,2.707,4.661,7.016
16,13,3,52.386,91.403,81.294
16,13,4,61.292,99.303,93.535
16,13,5,4.763,4.705,7.557
16,14,1,60.809,98.634,63.971
16,14,2,2.997,4.693,9.791
16,14,3,55.88,90.915,47.866
16,14,4,65.739,98.84,80.077
16,14,5,4.928,4.758,15.306
16,15,1,60.108,98.555,74.622
16,15,2,2.984,4.726,9.907
16,15,3,55.2,90.781,58.327
16,15,4,65.015,98.755,90.918
16,15,5,4.964,4.795,13.276
16,16,1,53.272,98.639,85.518
16,16,2,3.01,5.382,11.156
16,16,3,48.32,89.786,67.169
16,16,4,58.223,98.83,86.173
16,16,5,5.65,5.457,13.045
16,17,1,54.55,98.494,75.77
16,17,2,2.995,5.228,10.936
16,17,3,49.625,89.894,57.781
16,17,4,59.476,98.658,93.759
16,17,5,5.489,5.308,14.434
16,18,1,55.266,98.46,74.118
16,18,2,2.986,5.145,10.802
16,18,3,50.355,89.998,56.351
16,18,4,60.178,98.756,91.885
16,18,5,5.403,5.225,14.574
16,19,1,56.809,98.471,75.625
16,19,2,2.987,5.005,10.5
16,19,3,51.897,90.237,58.354
16,19,4,61.722,98.675,92.896
16,19,5,5.257,5.083,13.884
16,20,1,58.66,98.891,71.152
16,20,2,2.515,4.398,1.134
16,20,3,54.523,91.656,69.287
16,20,4,62.797,99.032,73.016
16,20,5,4.287,4.447,1.593
16,21,1,64.898,98.745,93.766
16,21,2,3.044,4.472,9.268
16,21,3,59.891,91.39,78.522
16,21,4,69.904,98.956,94.258
16,21,5,4.69,4.529,9.884
16,22,1,63.658,98.302,57.985
16,22,2,3.101,4.65,9.412
16,22,3,58.558,90.653,42.504
16,22,4,68.758,98.484,73.466
16,22,5,4.871,4.73,16.231
16,23,1,59.427,97.684,74.131
16,23,2,3.017,4.838,10.122
16,23,3,54.466,89.727,57.482
16,23,4,64.389,98.021,90.781
16,23,5,5.076,4.952,13.654
16,24,1,67.159,98.961,86.113
16,24,2,3.077,4.373,8.954
16,24,3,62.097,91.768,71.385
16,24,4,72.22,99.118,86.72
16,24,5,4.582,4.419,10.398
16,25,1,65.093,99.27,84.052
16,25,2,2.382,3.568,3.419
16,25,3,61.175,93.401,78.429
16,25,4,69.01,99.364,89.676
16,25,5,3.659,3.594,4.068
16,26,1,58.352,99.251,86.574
16,26,2,2.641,4.389,7.035
16,26,3,54.008,92.032,75.003
16,26,4,62.695,99.518,98.146
16,26,5,4.526,4.422,8.126
16,27,1,52.004,98.439,94.884
16,27,2,3.024,5.541,11.502
16,27,3,47.031,89.325,75.965
16,27,4,56.978,98.837,95.649
16,27,5,5.814,5.629,12.122
16,28,1,52.85,98.92,92.234
16,28,2,3.029,5.461,11.23
16,28,3,47.868,89.937,73.762
16,28,4,57.832,99.233,93.154
16,28,5,5.731,5.521,12.176
16,29,1,57.321,99.035,92.629
16,29,2,2.993,4.971,10.368
16,29,3,52.399,90.858,75.575
16,29,4,62.243,99.241,93.238
16,29,5,5.221,5.019,11.193
16,30,1,51.196,99.242,79.076
16,30,2,2.593,4.932,7.619
16,30,3,46.93,91.13,66.544
16,30,4,55.461,99.423,91.609
16,30,5,5.066,4.969,9.635
16,31,1,52.326,98.644,88.685
16,31,2,3.002,5.465,11.416
16,31,3,47.388,89.655,69.908
16,31,4,57.264,98.87,89.374
16,31,5,5.738,5.54,12.872
16,32,1,54.269,98.629,78.655
16,32,2,2.989,5.245,10.988
16,32,3,49.352,90.002,60.581
16,32,4,59.186,98.852,96.73
16,32,5,5.509,5.318,13.97
16,33,1,56.912,98.483,79.592
16,33,2,2.52,4.3,6.736
16,33,3,52.767,91.411,68.513
16,33,4,61.057,98.684,90.672
16,33,5,4.428,4.366,8.463
16,34,1,60.458,98.622,69.042
16,34,2,2.328,3.773,5.509
16,34,3,56.629,92.416,59.981
16,34,4,64.287,98.701,78.103
16,34,5,3.85,3.825,7.979
16,35,1,57.974,98.928,81.54
16,35,2,2.988,4.907,10.256
16,35,3,53.059,90.856,64.67
16,35,4,62.889,99.069,98.41
16,35,5,5.154,4.96,12.578
16,36,1,55.78,98.561,79.517
16,36,2,2.998,5.119,10.689
16,36,3,50.848,90.14,61.935
16,36,4,60.712,98.815,97.098
16,36,5,5.376,5.194,13.442
16,37,1,50.356,98.609,89.625
16,37,2,3.046,5.767,11.814
16,37,3,45.346,89.123,70.193
16,37,4,55.366,98.914,90.52
16,37,5,6.049,5.849,13.182
16,38,1,54.375,97.898,78.445
16,38,2,2.487,4.457,6.767
16,38,3,50.285,90.567,67.314
16,38,4,58.466,98.072,89.577
16,38,5,4.573,4.553,8.627
16,39,1,55.914,99.003,76.188
16,39,2,3.004,5.117,10.624
16,39,3,50.973,90.587,58.712
16,39,4,60.855,99.246,93.663
16,39,5,5.372,5.168,13.945
16,40,1,60.482,98.269,77.108
16,40,2,2.98,4.691,9.887
16,40,3,55.58,90.554,60.846
16,40,4,65.384,98.492,93.371
16,40,5,4.927,4.773,12.822
16,41,1,58.483,98.674,78.421
16,41,2,2.988,4.865,10.169
16,41,3,53.568,90.672,61.695
16,41,4,63.398,98.886,95.147
16,41,5,5.11,4.93,12.967
16,42,1,54.738,99.316,76.803
16,42,2,2.57,4.563,7.098
16,42,3,50.51,91.811,65.128
16,42,4,58.966,99.474,88.478
16,42,5,4.696,4.594,9.242
16,43,1,59.258,99.248,62.932
16,43,2,2.697,4.419,6.386
16,43,3,54.822,91.98,52.428
16,43,4,63.694,99.326,73.436
16,43,5,4.551,4.453,10.148
16,44,1,52.843,98.708,79.237
16,44,2,3.008,5.422,11.242
16,44,3,47.896,89.791,60.744
16,44,4,57.79,98.94,97.729
16,44,5,5.692,5.492,14.188
16,45,1,55.984,99.098,81.382
16,45,2,2.498,4.356,6.554
16,45,3,51.876,91.933,70.601
16,45,4,60.093,99.215,92.163
16,45,5,4.462,4.396,8.054
16,46,1,54.098,98.804,80.672
16,46,2,2.57,4.623,7.205
16,46,3,49.871,91.2,68.821
16,46,4,58.326,99.018,92.523
16,46,5,4.751,4.679,8.931
16,47,1,56.467,98.628,78.233
16,47,2,2.986,5.034,10.533
16,47,3,51.556,90.348,60.908
16,47,4,61.378,98.828,95.558
16,47,5,5.287,5.104,13.464
16,48,1,57.567,98.807,69.937
16,48,2,2.984,4.934,10.382
16,48,3,52.659,90.691,52.86
16,48,4,62.475,99.124,87.015
16,48,5,5.183,4.994,14.845
16,49,1,59.36,98.778,81.543
16,49,2,2.989,4.795,10.009
16,49,3,54.443,90.891,65.079
16,49,4,64.276,98.968,98.006
16,49,5,5.036,4.854,12.275
16,50,1,59.656,98.785,69.967
16,50,2,2.403,3.914,5.691
16,50,3,55.703,92.347,60.606
16,50,4,63.609,98.873,79.328
16,50,5,4.029,3.962,8.134
16,51,1,61.005,98.384,68.156
16,51,2,2.991,4.669,9.821
16,51,3,56.086,90.705,52.002
16,51,4,65.925,98.624,84.31
16,51,5,4.903,4.745,14.409
16,52,1,61.622,97.948,51.798
16,52,2,2.31,3.664,4.819
16,52,3,57.821,91.921,43.871
16,52,4,65.422,98.024,59.724
16,52,5,3.749,3.741,9.303
16,53,1,61.212,97.625,51.741
16,53,2,0.738,1.337,2.18
16,53,3,59.999,95.427,48.156
16,53,4,62.426,99.824,55.326
16,53,5,1.205,1.369,4.212
16,54,1,52.862,98.659,95.827
16,54,2,3.013,5.43,11.25
16,54,3,47.906,89.728,77.322
16,54,4,57.818,98.956,96.377
16,54,5,5.7,5.504,11.74
16,55,1,61.201,98.654,71.426
16,55,2,2.987,4.648,9.729
16,55,3,56.287,91.009,55.424
16,55,4,66.114,98.782,87.428
16,55,5,4.881,4.711,13.621
16,56,1,63.759,98.784,84.658
16,56,2,3.014,4.504,9.362
16,56,3,58.802,91.376,69.258
16,56,4,68.716,98.924,85.179
16,56,5,4.727,4.559,11.059
16,57,1,56.453,98.496,95.394
16,57,2,2.726,4.838,5.243
16,57,3,51.97,90.538,86.77
16,57,4,60.936,98.819,95.988
16,57,5,4.828,4.912,5.496
16,58,1,67.767,99.22,75.705
16,58,2,2.578,3.704,5.655
16,58,3,63.526,93.128,66.404
16,58,4,72.008,99.352,85.006
16,58,5,3.805,3.733,7.469
16,59,1,57.696,98.551,76.269
16,59,2,2.998,4.949,10.361
16,59,3,52.765,90.411,59.227
16,59,4,62.628,98.84,93.312
16,59,5,5.197,5.022,13.585
16,60,1,57.07,98.668,72.747
16,60,2,2.983,4.976,10.43
16,60,3,52.163,90.484,55.591
16,60,4,61.976,98.935,89.903
16,60,5,5.227,5.043,14.338
16,61,1,59.164,98.589,65.808
16,61,2,2.993,4.817,6.447
16,61,3,54.241,90.666,55.202
16,61,4,64.086,98.773,76.413
16,61,5,5.058,4.886,9.797
16,62,1,41.215,100,81.116
16,62,2,0.316,0.767,1.13
16,62,3,40.694,98.738,79.258
16,62,4,41.735,100,82.974
16,62,5,0.768,0.767,1.393
16,63,1,53.756,98.81,84.503
16,63,2,2.995,5.305,11.035
16,63,3,48.83,90.083,66.352
16,63,4,58.682,99.019,85.307
16,63,5,5.571,5.369,13.059
16,64,1,59.125,98.638,73.313
16,64,2,2.989,4.813,10.059
16,64,3,54.209,90.721,56.767
16,64,4,64.042,98.807,89.859
16,64,5,5.055,4.88,13.721
16,65,1,64.254,98.575,61.685
16,65,2,3.01,4.463,5.726
16,65,3,59.303,91.234,52.267
16,65,4,69.205,98.712,71.103
16,65,5,4.684,4.528,9.282
16,66,1,64.176,98.992,67.422
16,66,2,1.761,2.452,5.533
16,66,3,61.279,94.959,58.32
16,66,4,67.073,99.065,76.523
16,66,5,2.745,2.477,8.207
16,67,1,48.703,99.488,71.402
16,67,2,2.56,5.108,7.867
16,67,3,44.493,91.086,58.462
16,67,4,52.913,99.618,84.343
16,67,5,5.256,5.134,11.018
16,68,1,61.524,99.013,66.909
16,68,2,2.43,3.857,4.2
16,68,3,57.527,92.668,60
16,68,4,65.521,99.146,73.818
16,68,5,3.949,3.896,6.278
16,69,1,59.254,99.024,63.165
16,69,2,1.516,2.396,3.964
16,69,3,56.762,95.084,56.646
16,69,4,61.747,99.095,69.684
16,69,5,2.558,2.419,6.275
16,70,1,61.993,98.416,68.948
16,70,2,3.001,4.61,9.656
16,70,3,57.057,90.832,53.065
16,70,4,66.928,98.637,84.83
16,70,5,4.84,4.685,14.004
16,71,1,55.764,99.105,79.619
16,71,2,2.394,4.194,6.26
16,71,3,51.825,92.206,69.323
16,71,4,59.702,99.191,89.915
16,71,5,4.294,4.232,7.862
16,72,1,57.796,98.257,87.139
16,72,2,2.353,3.912,4.459
16,72,3,53.926,91.823,79.805
16,72,4,61.667,98.515,94.474
16,72,5,4.071,3.981,5.117
16,73,1,71.991,98.707,93.103
16,73,2,2.55,3.46,5.252
16,73,3,67.797,93.015,84.464
16,73,4,76.186,98.852,93.45
16,73,5,3.542,3.506,5.641
16,74,1,58.981,98.638,78.678
16,74,2,2.984,4.817,10.104
16,74,3,54.073,90.716,62.058
16,74,4,63.889,98.894,95.298
16,74,5,5.059,4.883,12.842
16,75,1,60.636,99.183,82.536
16,75,2,2.795,4.451,1.885
16,75,3,56.039,91.862,79.435
16,75,4,65.233,99.259,85.637
16,75,5,4.609,4.488,2.284
16,76,1,63.889,98.697,71.845
16,76,2,2.42,3.711,5.44
16,76,3,59.909,92.594,62.897
16,76,4,67.869,98.789,80.793
16,76,5,3.787,3.76,7.572
16,77,1,55.11,98.946,81.399
16,77,2,2.996,5.176,10.762
16,77,3,50.182,90.431,63.697
16,77,4,60.038,99.127,99.101
16,77,5,5.436,5.232,13.221
16,78,1,57.322,98.46,85.797
16,78,2,2.993,4.972,10.421
16,78,3,52.4,90.282,68.657
16,78,4,62.245,98.707,86.591
16,78,5,5.221,5.049,12.146
16,79,1,61.959,99.131,76.444
16,79,2,2.451,3.861,5.813
16,79,3,57.927,92.78,66.883
16,79,4,65.991,99.228,86.006
16,79,5,3.956,3.895,7.604
16,80,1,51.111,99.317,90.586
16,80,2,2.551,4.861,7.491
16,80,3,46.915,91.322,78.265
16,80,4,55.307,99.462,91.164
16,80,5,4.991,4.894,8.269
16,81,1,52.727,97.874,93.448
16,81,2,2.608,4.807,7.671
16,81,3,48.437,89.968,80.83
16,81,4,57.018,98.253,94.143
16,81,5,4.947,4.911,8.209
16,82,1,60.514,98.356,74.809
16,82,2,2.39,3.585,6.285
16,82,3,56.583,92.46,64.471
16,82,4,64.446,98.465,85.146
16,82,5,3.95,3.645,8.401
16,83,1,59.501,98.687,65.717
16,83,2,2.999,4.8,10.051
16,83,3,54.567,90.791,49.186
16,83,4,64.434,98.837,82.249
16,83,5,5.041,4.864,15.294
16,84,1,60.469,98.439,75.687
16,84,2,2.983,4.697,9.865
16,84,3,55.562,90.714,59.461
16,84,4,65.375,98.605,91.913
16,84,5,4.933,4.771,13.033
16,85,1,63.171,99.777,91.783
16,85,2,0.946,1.493,0.026
16,85,3,61.614,97.322,91.739
16,85,4,64.727,99.831,91.826
16,85,5,1.498,1.496,0.029
16,86,1,57.227,98.313,69.13
16,86,2,2.983,4.963,10.453
16,86,3,52.32,90.15,51.936
16,86,4,62.134,98.555,86.324
16,86,5,5.213,5.048,15.121
16,87,1,58.268,98.687,60.187
16,87,2,2.981,4.871,10.25
16,87,3,53.365,90.675,43.327
16,87,4,63.172,98.899,77.046
16,87,5,5.116,4.936,17.03
16,88,1,61.439,97.762,67.005
16,88,2,1.995,3.262,2.536
16,88,3,58.158,92.396,62.833
16,88,4,64.721,97.866,71.177
16,88,5,3.247,3.337,3.786
16,89,1,62.317,98.489,69.587
16,89,2,2.991,4.571,9.579
16,89,3,57.397,90.971,53.831
16,89,4,67.237,98.668,85.343
16,89,5,4.8,4.641,13.765
16,90,1,65.814,98.88,72.193
16,90,2,2.584,3.814,5.914
16,90,3,61.563,92.606,62.465
16,90,4,70.065,99.062,81.92
16,90,5,3.927,3.857,8.192
16,91,1,56.459,98.58,69.902
16,91,2,2.983,5.03,10.566
16,91,3,51.552,90.306,52.523
16,91,4,61.366,98.806,87.281
16,91,5,5.284,5.103,15.115
16,92,1,52.599,99.329,91.616
16,92,2,2.577,4.754,7.432
16,92,3,48.36,91.51,79.391
16,92,4,56.838,99.5,92.278
16,92,5,4.9,4.786,8.112
16,93,1,54.743,98.406,77.244
16,93,2,3,5.219,10.904
16,93,3,49.809,89.821,59.308
16,93,4,59.677,98.591,95.18
16,93,5,5.479,5.304,14.116
16,94,1,53.52,98.83,92.499
16,94,2,3.02,5.376,11.099
16,94,3,48.553,89.987,74.243
16,94,4,58.488,99.129,93.32
16,94,5,5.643,5.44,11.999
16,95,1,57.242,98.327,65.392
16,95,2,2.984,4.963,10.465
16,95,3,52.334,90.163,48.178
16,95,4,62.151,98.594,82.606
16,95,5,5.213,5.048,16.004
16,96,1,57.163,98.614,91.223
16,96,2,2.987,4.975,10.433
16,96,3,52.25,90.431,74.062
16,96,4,62.076,98.958,92.157
16,96,5,5.225,5.045,11.437
16,97,1,55.425,99.221,87.633
16,97,2,3.002,5.158,10.677
16,97,3,50.488,90.737,70.072
16,97,4,60.363,99.347,88.164
16,97,5,5.416,5.198,12.183
16,98,1,57.656,98.514,73.105
16,98,2,2.982,4.924,10.321
16,98,3,52.751,90.415,56.129
16,98,4,62.561,98.693,90.082
16,98,5,5.172,4.998,14.118
16,99,1,55.886,98.78,87.682
16,99,2,2.987,5.088,10.625
16,99,3,50.974,90.411,70.206
16,99,4,60.799,98.999,88.422
16,99,5,5.344,5.151,12.118
16,100,1,61.867,98.708,80.433
16,100,2,3.007,4.629,9.644
16,100,3,56.921,91.093,64.569
16,100,4,66.812,98.917,96.297
16,100,5,4.86,4.69,11.991
16,101,1,53.879,99.057,89.01
16,101,2,3.004,5.31,11.03
16,101,3,48.938,90.324,70.867
16,101,4,58.819,99.301,89.92
16,101,5,5.575,5.36,12.392
16,102,1,61.618,98.183,58.026
16,102,2,1.901,3.017,5.958
16,102,3,58.49,93.22,48.226
16,102,4,64.745,98.236,67.826
16,102,5,3.086,3.073,10.268
16,103,1,54.962,98.123,81.979
16,103,2,2.534,4.491,6.943
16,103,3,50.794,90.736,70.559
16,103,4,59.13,98.339,93.399
16,103,5,4.61,4.577,8.469
16,104,1,52.481,98.61,75.857
16,104,2,3.006,5.457,11.348
16,104,3,47.537,89.635,57.191
16,104,4,57.426,98.833,94.522
16,104,5,5.728,5.533,14.96
16,105,1,60.211,97.962,71.54
16,105,2,2.562,4.131,6.394
16,105,3,55.998,91.167,61.022
16,105,4,64.425,98.191,82.057
16,105,5,4.254,4.217,8.938
16,106,1,64.273,98.082,72.443
16,106,2,2.999,4.444,9.344
16,106,3,59.341,90.771,57.073
16,106,4,69.206,98.257,87.813
16,106,5,4.666,4.531,12.899
16,107,1,59.502,95.026,70.623
16,107,2,0.313,1.869,10.39
16,107,3,58.987,91.953,53.533
16,107,4,60.016,98.1,87.714
16,107,5,0.526,1.966,14.713
16,108,1,61.494,98.796,60.72
16,108,2,2.647,4.194,5.844
16,108,3,57.14,91.897,51.108
16,108,4,65.848,98.852,70.333
16,108,5,4.305,4.245,9.624
16,109,1,55.69,98.334,96.724
16,109,2,3.029,5.183,10.729
16,109,3,50.708,89.809,79.076
16,109,4,60.672,98.81,97.423
16,109,5,5.439,5.271,11.093
16,110,1,56.631,98.544,72.248
16,110,2,2.983,5.015,10.506
16,110,3,51.725,90.295,54.967
16,110,4,61.538,98.675,89.528
16,110,5,5.268,5.089,14.541
16,111,1,59.272,98.767,69.667
16,111,2,2.993,4.808,10.039
16,111,3,54.348,90.858,53.155
16,111,4,64.195,98.96,86.18
16,111,5,5.05,4.869,14.41
16,112,1,57.091,98.038,76.577
16,112,2,2.286,3.93,5.717
16,112,3,53.331,91.573,67.174
16,112,4,60.851,98.124,85.981
16,112,5,4.004,4.009,7.466
16,113,1,55.292,98.52,81.29
16,113,2,2.994,5.156,10.786
16,113,3,50.367,90.039,63.549
16,113,4,60.216,98.698,99.032
16,113,5,5.415,5.234,13.268
17,0,1,57.201,98.542,64.677
17,0,2,0.701,0.199,1.059
17,0,3,56.047,98.216,62.935
17,0,4,58.354,98.869,66.418
17,0,5,1.226,0.202,1.637
17,1,1,50.412,99.71,77.139
17,1,2,1.691,3.312,2.17
17,1,3,47.631,94.262,73.569
17,1,4,53.193,99.803,80.708
17,1,5,3.354,3.321,2.813
17,2,1,63.733,99.901,71.534
17,2,2,0.767,0.736,1.009
17,2,3,62.472,98.691,69.875
17,2,4,64.993,99.94,73.193
17,2,5,1.203,0.736,1.41
17,3,1,61.331,98.495,77.464
17,3,2,2.962,4.601,9.785
17,3,3,56.46,90.927,61.368
17,3,4,66.203,98.64,93.559
17,3,5,4.829,4.671,12.632
17,4,1,55.292,98.654,68.051
17,4,2,1.974,3.317,5.558
17,4,3,52.044,93.198,58.909
17,4,4,58.539,98.749,77.193
17,4,5,3.571,3.362,8.167
17,5,1,51.718,98.413,86.523
17,5,2,2.566,4.82,7.707
17,5,3,47.498,90.485,73.847
17,5,4,55.939,98.705,99.2
17,5,5,4.961,4.898,8.907
17,6,1,57.733,99.188,62.075
17,6,2,1.623,2.771,4.283
17,6,3,55.064,94.63,55.029
17,6,4,60.402,99.238,69.12
17,6,5,2.811,2.794,6.9
17,7,1,54.707,98.497,54.77
17,7,2,1.157,2.069,2.271
17,7,3,52.804,95.095,51.034
17,7,4,56.61,98.546,58.505
17,7,5,2.115,2.1,4.147
17,8,1,59.216,97.452,63.398
17,8,2,1.736,3.012,4.25
17,8,3,56.361,92.498,56.407
17,8,4,62.071,97.568,70.388
17,8,5,2.931,3.09,6.704
17,9,1,58.202,98.908,45.936
17,9,2,2.446,4.078,6.62
17,9,3,54.179,92.199,35.046
17,9,4,62.226,99.062,56.826
17,9,5,4.203,4.123,14.412
17,10,1,50.811,100,66.268
17,10,2,1.859,3.6,4.32
17,10,3,47.752,94.078,59.162
17,10,4,53.869,100,73.374
17,10,5,3.659,3.6,6.519
17,11,1,56.119,98.537,52.433
17,11,2,1.34,2.333,2.703
17,11,3,53.915,94.701,47.987
17,11,4,58.324,98.6,56.879
17,11,5,2.388,2.367,5.155
17,12,1,57.741,99.008,65.207
17,12,2,2.342,3.812,6.278
17,12,3,53.889,92.738,54.88
17,12,4,61.593,99.104,75.534
17,12,5,4.056,3.85,9.628
17,13,1,53.678,98.682,60.124
17,13,2,2.511,4.543,7.295
17,13,3,49.548,91.209,48.125
17,13,4,57.807,98.893,72.123
17,13,5,4.677,4.604,12.133
17,14,1,55.7,98.741,71.027
17,14,2,2.952,5.048,10.781
17,14,3,50.844,90.438,53.294
17,14,4,60.555,99.001,88.761
17,14,5,5.3,5.112,15.179
17,15,1,57.139,98.654,85.024
17,15,2,2.963,4.939,6.828
17,15,3,52.265,90.53,73.794
17,15,4,62.012,98.868,96.255
17,15,5,5.185,5.007,8.03
17,16,1,58.666,98.427,78.777
17,16,2,2.956,4.8,10.223
17,16,3,53.804,90.532,61.962
17,16,4,63.529,98.639,95.592
17,16,5,5.039,4.876,12.977
17,17,1,58.932,98.147,71.438
17,17,2,1.533,2.823,7.676
17,17,3,56.411,93.505,58.813
17,17,4,61.454,98.307,84.064
17,17,5,2.601,2.876,10.745
17,18,1,59.209,97.927,73.745
17,18,2,1.636,2.674,3.533
17,18,3,56.518,93.529,67.934
17,18,4,61.899,98.025,79.556
17,18,5,2.763,2.73,4.79
17,19,1,59.824,98.372,75.074
17,19,2,2.959,4.712,10.046
17,19,3,54.957,90.622,58.55
17,19,4,64.691,98.549,91.598
17,19,5,4.946,4.79,13.381
17,20,1,64.351,98.216,75.663
17,20,2,1.355,2.28,4.65
17,20,3,62.122,94.465,68.014
17,20,4,66.58,98.344,83.312
17,20,5,2.106,2.322,6.146
17,21,1,58.235,98.217,75.184
17,21,2,2.965,4.852,10.382
17,21,3,53.357,90.236,58.108
17,21,4,63.112,98.559,92.26
17,21,5,5.092,4.94,13.808
17,22,1,55.804,100,84.33
17,22,2,2.588,4.49,6.943
17,22,3,51.546,92.615,72.909
17,22,4,60.062,100,95.75
17,22,5,4.638,4.49,8.233
17,23,1,58.315,98.934,84.513
17,23,2,2.597,4.329,6.926
17,23,3,54.042,91.814,73.12
17,23,4,62.587,99.195,95.906
17,23,5,4.454,4.375,8.196
17,24,1,52.383,99.335,65.136
17,24,2,2.403,4.468,6.873
17,24,3,48.431,91.986,53.83
17,24,4,56.335,99.422,76.441
17,24,5,4.587,4.498,10.552
17,25,1,51.644,99.221,54.49
17,25,2,2.456,4.626,7.222
17,25,3,47.605,91.612,42.61
17,25,4,55.684,99.336,66.37
17,25,5,4.756,4.662,13.255
17,26,1,60.917,98.26,69.11
17,26,2,2.955,4.621,9.923
17,26,3,56.057,90.659,52.789
17,26,4,65.777,98.475,85.432
17,26,5,4.85,4.703,14.358
17,27,1,59.06,99.371,95.779
17,27,2,2.57,4.227,6.612
17,27,3,54.834,92.418,84.903
17,27,4,63.287,99.526,96.212
17,27,5,4.351,4.254,6.903
17,28,1,58.594,98.057,69.031
17,28,2,2.224,3.496,4.918
17,28,3,54.936,92.307,60.942
17,28,4,62.252,98.179,77.121
17,28,5,3.795,3.565,7.124
17,29,1,57.533,98.602,71.242
17,29,2,2.133,3.622,4.177
17,29,3,54.025,92.644,64.372
17,29,4,61.041,98.689,78.112
17,29,5,3.707,3.674,5.863
17,30,1,61.486,98.66,74.114
17,30,2,2.119,3.302,5.773
17,30,3,58,93.228,64.619
17,30,4,64.971,98.774,83.61
17,30,5,3.446,3.347,7.789
17,31,1,54.548,98.392,65.845
17,31,2,2.337,4.176,5.027
17,31,3,50.704,91.523,57.576
17,31,4,58.391,98.55,74.114
17,31,5,4.284,4.244,7.635
17,32,1,55.138,98.784,78.013
17,32,2,2.568,4.533,7.241
17,32,3,50.915,91.328,66.102
17,32,4,59.361,99.037,89.924
17,32,5,4.657,4.589,9.282
17,33,1,64.404,98.221,76.36
17,33,2,2.982,4.414,9.399
17,33,3,59.499,90.961,60.901
17,33,4,69.309,98.451,91.819
17,33,5,4.63,4.494,12.308
17,34,1,59.737,98.203,79.009
17,34,2,2.957,4.717,10.073
17,34,3,54.873,90.445,62.441
17,34,4,64.601,98.495,95.577
17,34,5,4.951,4.803,12.749
17,35,1,64.388,97.691,70.458
17,35,2,2.984,4.419,9.455
17,35,3,59.48,90.422,54.907
17,35,4,69.295,97.898,86.01
17,35,5,4.634,4.524,13.419
17,36,1,62.043,96.96,84.444
17,36,2,3.053,4.703,9.876
17,36,3,57.021,89.223,68.198
17,36,4,67.064,97.41,85.519
17,36,5,4.921,4.851,11.696
18,0,1,65.189,98.099,58.912
18,0,2,0.758,0.222,1.135
18,0,3,63.943,97.733,57.045
18,0,4,66.436,98.465,60.78
18,0,5,1.162,0.227,1.927
18,1,1,62.43,98.366,78.976
18,1,2,1.939,2.879,2.963
18,1,3,59.24,93.63,74.102
18,1,4,65.62,98.517,83.849
18,1,5,3.106,2.927,3.752
18,2,1,54.783,98.238,74.512
18,2,2,2.648,4.701,7.069
18,2,3,50.428,90.505,62.884
18,2,4,59.138,98.489,86.14
18,2,5,4.833,4.786,9.487
18,3,1,56.093,98.926,75.199
18,3,2,3.087,5.238,10.51
18,3,3,51.016,90.31,57.912
18,3,4,61.17,99.144,92.487
18,3,5,5.503,5.295,13.976
18,4,1,67.576,97.898,61.661
18,4,2,2.264,3.302,4.237
18,4,3,63.852,92.466,54.691
18,4,4,71.3,98.014,68.63
18,4,5,3.351,3.373,6.872
18,5,1,58.227,98.948,92.218
18,5,2,2.637,4.403,6.88
18,5,3,53.889,91.706,80.9
18,5,4,62.565,99.173,92.871
18,5,5,4.529,4.45,7.461
18,6,1,61.227,98.868,82.026
18,6,2,2.568,4.088,6.074
18,6,3,57.004,92.144,72.035
18,6,4,65.451,99.01,92.016
18,6,5,4.194,4.135,7.405
18,7,1,60.452,99.192,82.856
18,7,2,2.624,4.218,6.325
18,7,3,56.137,92.254,72.453
18,7,4,64.767,99.341,93.259
18,7,5,4.34,4.252,7.634
18,8,1,65.982,97.949,55.016
18,8,2,2.329,3.405,3.238
18,8,3,62.151,92.349,49.691
18,8,4,69.814,98.076,60.342
18,8,5,3.53,3.476,5.885
18,9,1,65.598,99.259,100
18,9,2,1.814,2.73,0.245
18,9,3,62.614,94.769,99.597
18,9,4,68.581,99.357,100
